cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"26832","52934","872953","2269061","State Bank","Hoxie","KS","67740","12/31/2014","2/18/2015","NM","745 Main Street","STATE BANK EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","2","1","Sheridan","","","11/13/1986","11/13/1986","1/8/2008","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","www.statebank-online.com","130107","251","3","0","0","0","0","84620","18227","17528","5724","2028","472"
"861","14010","386731","1085602","State Bank & Trust","Winfield","AL","35594","12/31/2014","2/18/2015","NM","1945 Ushwy 43","PEOPLES BANCORPORATION, INC.","4","0","0","7","1","Marion","","","10/3/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","http://www.statebank.net","78332","2187","4529","1811","4193","13807","0","11304","11449","10884","8750","4256","4574"
"15651","16029","229342","1202258","State Bank & Trust Co.","Nevada","IA","50201","12/31/2014","2/18/2015","NM","1025 Sixth Street","AMES NATIONAL CORPORATION","2","0","0","2","0","Story","11180","Ames, IA","2/25/1939","2/25/1939","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://www.banksbt.com","92979","733","4487","4971","2779","6965","3353","16922","13320","11027","15676","10011","2239"
"17169","0","485139","2145950","State Bank & Trust Company","Golden Meadow","LA","70357","12/31/2014","2/18/2015","NM","1614 Bayou Drive","SBT BANCSHARES, INC.","4","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","1/16/1953","1/16/1953","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","www.sbtcajun.com","86638","1387","2104","8842","4701","2099","205","9107","10606","28128","16355","1721","644"
"8878","14790","736448","3131893","State Bank & Trust Company","Greenwood","MS","38930","12/31/2014","2/18/2015","NM","916 Highway 82 Bypass","STATE BANK & TRUST COMPANY EMPLOYEE STOCK OWNERSHIP PLAN","35","0","1","4","0","Leflore","","","11/1/1898","1/1/1934","9/22/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","http://statebank1898.com","738437","4911","8832","36040","59717","46795","580","72697","59596","137560","180776","124218","0"
"2057","0","675659","1122057","State Bank & Trust of Kenmare","Kenmare","ND","58746","12/31/2014","2/18/2015","NM","4 2nd St Nw","JORGENSON HOLDING COMPANY","2","0","0","2","1","Ward","","","1/1/1925","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.sbtk.com","82366","58","809","2868","6489","1696","1725","18616","8897","7186","17496","12630","3896"
"57870","0","3384318","4036324","State Bank and Trust Company","Macon","GA","31210","12/31/2014","2/18/2015","NM","4219 Forsyth Road","STATE BANK FINANCIAL CORPORATION","22","0","0","4","0","Bibb","31420","Macon, GA","10/3/2005","10/3/2005","10/1/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","www.statebt.com","1637703","40037","18117","32663","56226","10712","3583","942485","45610","180351","157821","139799","4646"
"10383","12546","2631172","1842935","State Bank Financial","La Crosse","WI","54601","12/31/2014","2/18/2015","SM","401 Main Street","FIRST BANCORPORATION, INC.","7","0","1","4","1","La Crosse","29100","La Crosse-Onalaska, WI-MN","7/26/1858","1/1/1934","4/13/2007","Stock","0","0","FED","DIF","Chicago","CHICAGO","Madison","Minneapolis","Central","Central","www.statebankfinancial.com","171458","424","2848","6731","2195","8819","942","18208","23192","46315","35305","17037","296"
"1916","12576","411053","1128693","State Bank in Eden Valley","Eden Valley","MN","55329","12/31/2014","2/18/2015","NM","359 State Street North","EDEN VALLEY BANCSHARES, INC.","1","0","0","2","1","Meeker","","","1/2/1932","1/1/1934","5/27/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://WWW.EDENVALLEYBANK.COM","17458","44","981","1171","86","596","0","1972","3870","5459","1721","839","609"
"2945","0","479071","3658729","State Bank Northwest","Spokane Valley","WA","99216","12/31/2014","2/18/2015","NM","12902 East Sprague Avenue","STATE BANCORP NORTHWEST","3","0","0","4","1","Spokane","44060","Spokane-Spokane Valley, WA","1/1/1902","1/1/1934","3/1/2007","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","http://www.StateBankNorthwest.com","93965","3079","892","3342","3738","183","0","25561","8515","14797","14477","16669","2197"
"1116","10630","271154","1123737","State Bank of Alcester","Alcester","SD","57001","12/31/2014","2/18/2015","SM","190 Iowa St","FIRST STATE BANKING CORPORATION","1","0","0","2","1","Union","43580","Sioux City, IA-NE-SD","12/20/1890","1/1/1934","11/26/2008","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","www.statebankofalcester.com","95869","340","269","93","376","6324","6335","39612","4889","8390","14869","11887","2482"
"14994","10844","380654","2264020","State Bank of Arcadia","Arcadia","WI","54612","12/31/2014","2/18/2015","NM","131 West Main Street","B & E INVESTMENTS, INC. (STATE BANK OF ARCADIA) EMPLOYEE STOCK OWNERSHIP PLAN & TRUST","4","0","0","2","1","Trempealeau","","","5/14/1913","1/1/1934","1/13/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","http://www.rkdbank.com","90387","2613","5852","6791","14214","924","0","8221","9641","17453","5942","13385","4482"
"1800","0","667832","1208447","State Bank of Arthur","Arthur","IL","61911","12/31/2014","2/18/2015","SM","411 South Vine Street","ARTHUR BANCSHARES CORP.","2","0","0","8","0","Moultrie","","","5/11/1910","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.statebankofarthur.com","62204","1821","3474","6828","890","451","1231","6688","12730","15691","11077","1070","37"
"1383","0","145750","1134573","State Bank of Belle Plaine","Belle Plaine","MN","56011","12/31/2014","2/18/2015","NM","201 West Main Street","BELLE PLAINE BANCORPORATION, INC.","1","0","0","2","0","Scott","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/11/1882","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.statebankbp.com","37739","758","611","1652","2822","1583","0","1273","7288","6666","10446","4258","190"
"17062","15620","272058","1122132","State Bank of Bellingham","Bellingham","MN","56212","12/31/2014","2/18/2015","NM","201 Main Ave","BELLINGHAM CORPORATION, THE","1","0","0","2","0","Lac Qui Parle","","","3/9/1942","12/8/1951","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","bellinghambank@farmerstel.net","41148","0","5","87","12","0","51","3281","9299","21290","6643","480","0"
"10855","0","439730","1205923","State Bank of Bement","Bement","IL","61813","12/31/2014","2/18/2015","NM","180 East Bodman Street","BEMENT BANCSHARES, INC.","2","0","0","2","0","Piatt","16580","Champaign-Urbana, IL","1/17/1914","1/1/1934","12/3/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.bankbement.com","49631","343","768","1949","2087","1446","0","24955","4553","6028","5360","1955","0"
"9121","0","1014554","1127436","State Bank of Bottineau","Bottineau","ND","58318","12/31/2014","2/18/2015","NM","514 Thompson Street","STATE BANK OF BOTTINEAU HOLDING COMPANY","1","0","0","2","1","Bottineau","","","10/21/1901","1/1/1934","6/2/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Forks","Minneapolis","Central","West","http://www.statebankofbottineau.com","53825","592","928","4413","6900","122","0","17077","4747","8563","9612","870","0"
"25260","0","856944","0","State Bank of Brooks","Corning","IA","50841","12/31/2014","2/18/2015","NM","701 Benton Avenue","","1","0","0","7","0","Adams","","","1/1/1914","6/22/1984","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","NA","4131","1","0","87","41","1339","126","223","785","787","341","315","0"
"14061","0","225241","2634221","State Bank of Burnettsville","Burnettsville","IN","47926","12/31/2014","2/18/2015","NM","324 South Main Street","SBB BANCSHARES, INC.","2","0","0","4","0","White","","","7/10/1902","3/14/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","www.bvillebank.com","31590","323","768","51","96","4693","4628","1925","5126","1708","2872","5442","4822"
"16583","52765","21256","0","State Bank of Burrton","Burrton","KS","67020","12/31/2014","2/18/2015","SM","200 North Burrton Avenue","","1","0","0","7","0","Harvey","48620","Wichita, KS","5/22/1947","5/22/1947","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","www.statebankofburrton.com","3807","299","160","883","695","0","0","196","348","382","337","506","0"
"1556","0","750444","1205101","State Bank of Bussey","Bussey","IA","50044","12/31/2014","2/18/2015","NM","402 Merrill Street","TWIN CEDARS BANCORP.","3","0","0","2","1","Marion","","","3/27/1931","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","http://WWW.SBBUSSEY.COM","35832","94","81","2325","6108","596","153","6330","1466","7384","9266","1957","0"
"15123","0","459448","0","State Bank of Cazenovia","Cazenovia","WI","53924","12/31/2014","2/18/2015","NM","110 E Main St","","2","0","0","2","0","Richland","","","11/21/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","","19030","803","2131","1689","531","11","0","1593","6296","4546","1346","84","0"
"11311","0","246237","1205923","State Bank of Cerro Gordo","Cerro Gordo","IL","61818","12/31/2014","2/18/2015","NM","101 South Madison Street","BEMENT BANCSHARES, INC.","1","0","0","7","0","Piatt","16580","Champaign-Urbana, IL","5/24/1894","1/1/1934","5/6/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","http://www.bankcerrogordo.com","9832","31","78","917","706","1509","231","1634","982","1065","2557","122","0"
"8197","0","401951","1127173","State Bank of Ceylon","Ceylon","MN","56121","12/31/2014","2/18/2015","NM","104 West Main Street","CEYLON BANCORPORATION, INC.","1","0","0","2","0","Martin","","","4/1/1901","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","http://www.statebankofceylon.com","4253","0","39","31","87","0","0","1853","550","946","415","0","11"
"8858","0","112556","1843688","State Bank of Chandler","Chandler","MN","56122","12/31/2014","2/18/2015","NM","Fourth And Main","CHANDLER BANCSHARES, INC.","1","0","0","2","0","Murray","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","www.statebankofchandler.com","30162","2","29","195","511","363","0","7409","6787","6111","5588","2608","486"
"11686","16026","258539","1246403","State Bank of Cherry","Cherry","IL","61317","12/31/2014","2/18/2015","NM","110 South Main Street","CHERRY BANCORPORATION, INC.","1","0","0","2","1","Bureau","","","5/6/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","WWW.STATEBANKOFCHERRY.COM","31919","0","109","95","411","7108","2621","2400","4386","2112","3763","2904","5995"
"12331","11432","120542","1133820","State Bank of Chilton","Chilton","WI","53014","12/31/2014","2/18/2015","NM","26 East Main Street","CALUMET BANCORPORATION, INC.","3","0","0","4","1","Calumet","11540","Appleton, WI","4/19/1891","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","www.statebankofchilton.com","138333","678","1783","5127","5866","3835","433","14888","38539","37856","20648","4280","23"
"12940","0","103602","0","State Bank of Chittenango","Chittenango","NY","13037","12/31/2014","2/18/2015","NM","519 Genesee Street","","1","0","0","7","0","Madison","45060","Syracuse, NY","2/23/1923","1/1/1934","4/2/2007","Stock","15975","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","www.oneidabank.com","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16479","0","152431","1204618","State Bank of Chrisman","Chrisman","IL","61924","12/31/2014","2/18/2015","NM","202 West Madison Avenue","LONGVIEW CAPITAL CORPORATION","2","0","0","2","0","Edgar","","","8/11/1891","9/6/1946","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","www.sbchrisman.com","60142","395","1630","3994","677","20","47","16593","8119","21373","4492","1714","47"
"872","0","333034","3184125","State Bank of Cochran","Cochran","GA","31014","12/31/2014","2/18/2015","NM","112 E Beech Street","CENTRAL GEORGIA BANKING COMPANY","4","0","0","4","1","Bleckley","","","1/5/1922","1/1/1934","7/30/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","http://statebankofcochran.com/","124911","4715","5719","13599","13079","1759","0","15316","17702","32341","14867","1606","0"
"12444","14423","116358","1128200","State Bank of Cold Spring","Cold Spring","MN","56320","12/31/2014","2/18/2015","NM","401 Main Street","LINDELL BANCSHARES, INC.","1","0","0","8","1","Stearns","41060","St. Cloud, MN","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","www.statebankcoldspring.com","27194","16","968","2203","4075","3495","173","4016","1847","5764","2954","1235","432"
"8323","0","1008450","0","State Bank of Colon","Colon","NE","68018","12/31/2014","2/18/2015","NM","102 Spruce Street","","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","4/28/1899","1/1/1934","2/7/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","","12972","62","84","31","169","0","0","3848","3288","1120","1632","1718","1018"
"21952","15501","225335","1204814","State Bank of Countryside","Countryside","IL","60525","12/31/2014","2/18/2015","NM","6734 Joliet Road","SBC, INCORPORATED","5","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/19/1975","3/19/1975","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","http://www.statebankofcountryside.com","399603","1831","9541","14521","12629","29","3774","106239","148625","35236","52174","8186","1684"
"15091","9868","525549","2336806","State Bank of Cross Plains","Cross Plains","WI","53528","12/31/2014","2/18/2015","NM","1205 Main Street","S.B.C.P. BANCORP, INC.","9","0","0","4","0","Dane","31540","Madison, WI","1/1/1908","1/1/1934","7/5/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","http://www.crossplainsbank.com","525613","3908","26504","27117","23852","7769","14657","31802","93258","96333","144232","31078","1"
"1401","0","283157","3042841","State Bank of Danvers","Benson","MN","56215","12/31/2014","2/18/2015","NM","2010 Minnesota Ave","WEST 12 BANCORPORATION, INC.","1","0","0","2","1","Swift","","","7/9/1902","1/1/1934","7/9/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","www.sbdanvers.com","25144","101","0","248","189","0","0","6499","7869","4404","4455","409","592"
"5740","0","45038","1137453","State Bank of Davis","Davis","IL","61019","12/31/2014","2/18/2015","NM","100 Route 75","FORESIGHT FINANCIAL GROUP, INC.","1","0","0","4","0","Stephenson","","","7/14/1928","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","http://www.statebankofdavis.com","102081","135","1854","5594","4876","359","1358","10658","19603","17304","25782","9925","3377"
"15463","0","621357","0","State Bank of De Kalb","De Kalb","TX","75559","12/31/2014","2/18/2015","NM","102 S.W. Runnels Street","","4","0","0","4","1","Bowie","45500","Texarkana, TX-AR","2/19/1937","2/20/1937","3/26/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","www.statebankofdekalb.com","133022","150","1938","1237","6500","6161","8165","17196","16253","20729","29216","21404","3768"
"10198","13708","283858","1125021","State Bank of Delano","Delano","MN","55328","12/31/2014","2/18/2015","NM","1300 Babcock Boulevard East","DELANO STATE AGENCY, INC.","1","0","0","4","1","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","http://WWW.DELANOBANK.COM","44235","574","464","1990","1602","1052","0","4586","7476","8667","7858","6468","3185"
